,UTF-8,字,class_idx
2142,E9A6B4,馴,4
2143,E7B884,縄,4
2144,E795B7,畷,8
2145,E58D97,南,6
2146,E6A5A0,楠,3
2147,E8BB9F,軟,4
2148,E99BA3,難,8
2149,E6B19D,汝,0
2150,E4BA8C,二,2
2151,E5B0BC,尼,1
2152,E5BC90,弐,6
2153,E8BFA9,迩,0
2154,E58C82,匂,1
2155,E8B391,賑,8
2156,E88289,肉,1
2157,E899B9,虹,1
2158,E5BBBF,廿,2
2159,E697A5,日,2
2160,E4B9B3,乳,2
2161,E585A5,入,5
2162,E5A682,如,1
2163,E5B0BF,尿,8
2164,E99FAE,韮,7
2165,E4BBBB,任,9
2166,E5A68A,妊,4
2167,E5BF8D,忍,2
2168,E8AA8D,認,1
2169,E6BFA1,濡,0
2170,E7A6B0,禰,4
2171,E7A5A2,祢,3
2172,E5AFA7,寧,5
2173,E891B1,葱,2
2174,E78CAB,猫,3
2175,E786B1,熱,7
2176,E5B9B4,年,5
2177,E5BFB5,念,2
2178,E68DBB,捻,9
2179,E6929A,撚,9
2180,E78783,燃,8
2181,E7B298,粘,1
2182,E4B983,乃,2
2183,E5BBBC,廼,1
2184,E4B98B,之,0
2185,E59F9C,埜,2
2186,E59AA2,嚢,6
2187,E682A9,悩,3
2188,E6BF83,濃,0
2189,E7B48D,納,4
2190,E883BD,能,1
2191,E884B3,脳,4
2192,E886BF,膿,8
2193,E8BEB2,農,8
2194,E8A697,覗,8
2195,E89AA4,蚤,6
2196,E5B7B4,巴,2
2197,E68A8A,把,9
2198,E692AD,播,9
2199,E8A687,覇,1
2200,E69DB7,杷,9
2201,E6B3A2,波,0
2202,E6B4BE,派,0
2203,E790B6,琶,2
2204,E7A0B4,破,8
2205,E5A986,婆,6
2206,E7BDB5,罵,6
2207,E88AAD,芭,2
2208,E9A6AC,馬,1
2209,E4BFB3,俳,3
2210,E5BB83,廃,6
2211,E68B9D,拝,3
2212,E68E92,排,3
2213,E69597,敗,8
2214,E69DAF,杯,3
2215,E79B83,盃,0
2216,E7898C,牌,7
2217,E8838C,背,2
2218,E882BA,肺,7
2219,E8BCA9,輩,5
2220,E9858D,配,1
2221,E5808D,倍,3
2222,E59FB9,培,4
2223,E5AA92,媒,4
2224,E6A285,梅,3
2225,E6A5B3,楳,3
2226,E785A4,煤,8
2227,E78BBD,狽,6
2228,E8B2B7,買,6
2229,E5A3B2,売,2
2230,E8B3A0,賠,1
2231,E999AA,陪,1
2232,E98099,這,0
2233,E89DBF,蝿,4
2234,E7A7A4,秤,7
2235,E79FA7,矧,4
2236,E890A9,萩,8
2237,E4BCAF,伯,3
2238,E589A5,剥,1
2239,E58D9A,博,3
2240,E68B8D,拍,9
2241,E69F8F,柏,9
2242,E6B38A,泊,1
2243,E799BD,白,2
2244,E7AE94,箔,4
2245,E7B295,粕,1
2246,E888B6,舶,1
2247,E89684,薄,7
2248,E8BFAB,迫,0
2249,E69B9D,曝,7
2250,E6BCA0,漠,0
2251,E78886,爆,7
2252,E7B89B,縛,4
2253,E88EAB,莫,6
2254,E9A781,駁,8
2255,E9BAA6,麦,6
2256,E587BD,函,1
2257,E7AEB1,箱,4
2258,E7A1B2,硲,1
2259,E7AEB8,箸,1
2260,E88287,肇,6
2261,E7AD88,筈,3
2262,E6ABA8,櫨,9
2263,E5B9A1,幡,3
2264,E8828C,肌,8
2265,E79591,畑,4
2266,E795A0,畠,6
2267,E585AB,八,2
2268,E989A2,鉢,4
2269,E6BA8C,溌,0
2270,E799BA,発,1
2271,E98697,醗,8
2272,E9ABAA,髪,8
2273,E4BC90,伐,9
2274,E7BDB0,罰,1
2275,E68A9C,抜,9
2276,E7AD8F,筏,9
2277,E996A5,閥,1
2278,E9B3A9,鳩,4
2279,E599BA,噺,8
2280,E5A199,塙,4
2281,E89BA4,蛤,1
2282,E99ABC,隼,5
2283,E4BCB4,伴,3
2284,E588A4,判,1
2285,E58D8A,半,5
2286,E58F8D,反,6
2287,E58F9B,叛,8
2288,E5B886,帆,9
2289,E690AC,搬,4
2290,E69691,斑,6
2291,E69DBF,板,9
2292,E6B0BE,氾,0
2293,E6B18E,汎,6
2294,E78988,版,8
2295,E78AAF,犯,2
2296,E78FAD,班,1
2297,E79594,畔,7
2298,E7B981,繁,8
2299,E888AC,般,8
2300,E897A9,藩,7
2301,E8B2A9,販,8
2302,E7AF84,範,4
2303,E98786,釆,5
2304,E785A9,煩,8
2305,E9A092,頒,8
2306,E9A3AF,飯,4
2307,E68CBD,挽,9
2308,E699A9,晩,8
2309,E795AA,番,3
2310,E79BA4,盤,1
2311,E7A390,磐,1
2312,E89583,蕃,7
2313,E89BAE,蛮,5
2314,E58CAA,匪,8
2315,E58D91,卑,7
2316,E590A6,否,2
2317,E5A683,妃,1
2318,E5BA87,庇,6
2319,E5BDBC,彼,9
2320,E682B2,悲,2
2321,E68989,扉,7
2322,E689B9,批,9
2323,E68AAB,披,9
2324,E69690,斐,5
2325,E6AF94,比,2
2326,E6B38C,泌,0
2327,E796B2,疲,9
2328,E79AAE,皮,6
2329,E7A291,碑,7
2330,E7A798,秘,3
2331,E7B78B,緋,4
2332,E7BDB7,罷,1
2333,E882A5,肥,1
2334,E8A2AB,被,9
2335,E8AAB9,誹,7
2336,E8B2BB,費,6
2337,E981BF,避,0
2338,E99D9E,非,7
2339,E9A39B,飛,8
2340,E6A88B,樋,3
2341,E7B0B8,簸,4
2342,E58299,備,3
2343,E5B0BE,尾,6
2344,E5BEAE,微,9
2345,E69E87,枇,9
2346,E6AF98,毘,2
2347,E790B5,琵,2
2348,E79C89,眉,1
2349,E7BE8E,美,5
2350,E9BCBB,鼻,2
2351,E69F8A,柊,3
2352,E7A897,稗,3
2353,E58CB9,匹,2
2354,E7968B,疋,0
2355,E9ABAD,髭,1
2356,E5BDA6,彦,0
2357,E8869D,膝,8
2358,E88FB1,菱,6
2359,E88298,肘,1
2360,E5BCBC,弼,1
2361,E5BF85,必,7
2362,E795A2,畢,5
2363,E7AD86,筆,7
2364,E980BC,逼,0
2365,E6A1A7,桧,9
2366,E5A7AB,姫,4
2367,E5AA9B,媛,4
2368,E7B490,紐,1
2369,E799BE,百,2
2370,E8ACAC,謬,7
2371,E4BFB5,俵,9
2372,E5BDAA,彪,1
2373,E6A899,標,3
2374,E6B0B7,氷,5
2375,E6BC82,漂,0
2376,E793A2,瓢,4
2377,E7A5A8,票,5
2378,E8A1A8,表,6
2379,E8A995,評,7
2380,E8B1B9,豹,1
2381,E5BB9F,廟,1
2382,E68F8F,描,9
2383,E79785,病,4
2384,E7A792,秒,7
2385,E88B97,苗,7
2386,E98CA8,錨,4
2387,E98BB2,鋲,4
2388,E8929C,蒜,7
2389,E89BAD,蛭,4
2390,E9B0AD,鰭,4
2391,E59381,品,1
2392,E5BDAC,彬,3
2393,E6968C,斌,4
2394,E6B59C,浜,0
2395,E78095,瀕,0
2396,E8B2A7,貧,6
2397,E8B393,賓,6
2398,E9A0BB,頻,8
2399,E6958F,敏,8
2400,E793B6,瓶,4
2401,E4B88D,不,5
2402,E4BB98,付,3
2403,E59FA0,埠,3
2404,E5A4AB,夫,5
2405,E5A9A6,婦,3
2406,E5AF8C,富,5
2407,E586A8,冨,1
2408,E5B883,布,5
2409,E5BA9C,府,1
2410,E68096,怖,3
2411,E689B6,扶,9
2412,E695B7,敷,8
2413,E696A7,斧,7
2414,E699AE,普,7
2415,E6B5AE,浮,0
2416,E788B6,父,5
2417,E7ACA6,符,3
2418,E88590,腐,6
2419,E8869A,膚,6
2420,E88A99,芙,5
2421,E8AD9C,譜,1
2422,E8B2A0,負,6
2423,E8B3A6,賦,4
2424,E8B5B4,赴,8
2425,E9989C,阜,5
2426,E99984,附,1
2427,E4BEAE,侮,3
2428,E692AB,撫,9
2429,E6ADA6,武,6
2430,E8889E,舞,3
2431,E891A1,葡,7
2432,E895AA,蕪,7
2433,E983A8,部,5
2434,E5B081,封,2
2435,E6A593,楓,9
2436,E9A2A8,風,6
2437,E891BA,葺,7
2438,E89597,蕗,7
2439,E4BC8F,伏,9
2440,E589AF,副,1
2441,E5BEA9,復,6
2442,E5B985,幅,3
2443,E69C8D,服,8
2444,E7A68F,福,3
2445,E885B9,腹,8
2446,E8A487,複,9
2447,E8A686,覆,6
2448,E6B7B5,淵,0
2449,E5BC97,弗,2
2450,E68995,払,9
2451,E6B2B8,沸,0
2452,E4BB8F,仏,9
2453,E789A9,物,3
2454,E9AE92,鮒,4
2455,E58886,分,7
2456,E590BB,吻,1
2457,E599B4,噴,8
2458,E5A2B3,墳,8
2459,E686A4,憤,9
2460,E689AE,扮,3
2461,E7849A,焚,6
2462,E5A5AE,奮,5
2463,E7B289,粉,3
2464,E7B39E,糞,6
2465,E7B49B,紛,1
2466,E99BB0,雰,2
2467,E69687,文,5
2468,E8819E,聞,1
2469,E4B899,丙,2
2470,E4BDB5,併,3
2471,E585B5,兵,6
2472,E5A180,塀,1
2473,E5B9A3,幣,7
2474,E5B9B3,平,5
2475,E5BC8A,弊,7
2476,E69F84,柄,3
2477,E4B8A6,並,2
2478,E894BD,蔽,8
2479,E99689,閉,1
2480,E9999B,陛,8
2481,E7B1B3,米,5
2482,E9A081,頁,6
2483,E583BB,僻,7
2484,E5A381,壁,2
2485,E79996,癖,3
2486,E7A2A7,碧,1
2487,E588A5,別,1
2488,E79EA5,瞥,7
2489,E89491,蔑,8
2490,E7AE86,箆,9
2491,E5818F,偏,3
2492,E5A489,変,6
2493,E78987,片,7
2494,E7AF87,篇,4
2495,E7B7A8,編,4
2496,E8BEBA,辺,0
2497,E8BF94,返,0
2498,E9818D,遍,0
2499,E4BEBF,便,9
2500,E58B89,勉,1
2501,E5A8A9,娩,4
2502,E5BC81,弁,7
2503,E99EAD,鞭,8
2504,E4BF9D,保,3
2505,E88897,舗,4
2506,E98BAA,鋪,4
2507,E59C83,圃,1
2508,E68D95,捕,3
2509,E6ADA9,歩,5
2510,E794AB,甫,6
2511,E8A39C,補,3
2512,E8BC94,輔,4
2513,E7A982,穂,2
2514,E58B9F,募,7
2515,E5A293,墓,7
2516,E68595,慕,7
2517,E6888A,戊,6
2518,E69AAE,暮,7
2519,E6AF8D,母,3
2520,E7B0BF,簿,3
2521,E88FA9,菩,7
2522,E580A3,倣,9
2523,E4BFB8,俸,3
2524,E58C85,包,2
2525,E59186,呆,5
2526,E5A0B1,報,8
2527,E5A589,奉,5
2528,E5AE9D,宝,5
2529,E5B3B0,峰,9
2530,E5B3AF,峯,5
2531,E5B4A9,崩,1
2532,E5BA96,庖,0
2533,E68AB1,抱,9
2534,E68DA7,捧,3
2535,E694BE,放,8
2536,E696B9,方,2
2537,E69C8B,朋,1
2538,E6B395,法,0
2539,E6B3A1,泡,0
2540,E783B9,烹,2
2541,E7A0B2,砲,9
2542,E7B8AB,縫,4
2543,E8839E,胞,1
2544,E88AB3,芳,7
2545,E8908C,萌,1
2546,E893AC,蓬,7
2547,E89C82,蜂,9
2548,E8A492,褒,6
2549,E8A8AA,訪,1
2550,E8B18A,豊,6
2551,E982A6,邦,7
2552,E98B92,鋒,4
2553,E9A3BD,飽,1
2554,E9B3B3,鳳,6
2555,E9B5AC,鵬,1
2556,E4B98F,乏,0
2557,E4BAA1,亡,2
2558,E5828D,傍,3
2559,E58996,剖,1
2560,E59D8A,坊,1
2561,E5A6A8,妨,1
2562,E5B8BD,帽,3
2563,E5BF98,忘,2
2564,E5BF99,忙,9
2565,E688BF,房,1
2566,E69AB4,暴,6
2567,E69C9B,望,2
2568,E69F90,某,5
2569,E6A392,棒,3
2570,E58692,冒,3
2571,E7B4A1,紡,1
2572,E882AA,肪,1
2573,E886A8,膨,3
2574,E8AC80,謀,8
2575,E8B28C,貌,4
2576,E8B2BF,貿,6
2577,E989BE,鉾,4
2578,E998B2,防,1
2579,E590A0,吠,8
2580,E9A0AC,頬,8
2581,E58C97,北,1
2582,E58395,僕,6
2583,E58D9C,卜,2
2584,E5A2A8,墨,6
2585,E692B2,撲,9
2586,E69CB4,朴,2
2587,E789A7,牧,8
2588,E79DA6,睦,8
2589,E7A986,穆,3
2590,E987A6,釦,1
2591,E58B83,勃,1
2592,E6B2A1,没,0
2593,E6AE86,殆,9
2594,E5A080,堀,8
2595,E5B98C,幌,9
2596,E5A594,奔,2
2597,E69CAC,本,5
2598,E7BFBB,翻,1
2599,E587A1,凡,2
2600,E79B86,盆,2
2601,E691A9,摩,0
2602,E7A3A8,磨,6
2603,E9AD94,魔,6
2604,E9BABB,麻,3
2605,E59F8B,埋,6
2606,E5A6B9,妹,4
2607,E698A7,昧,8
2608,E69E9A,枚,9
2609,E6AF8E,毎,9
2610,E593A9,哩,8
2611,E6A799,槙,9
2612,E5B995,幕,7
2613,E8869C,膜,8
2614,E69E95,枕,9
2615,E9AEAA,鮪,4
2616,E69FBE,柾,9
2617,E9B192,鱒,4
2618,E6A19D,桝,3
2619,E4BAA6,亦,2
2620,E4BFA3,俣,9
2621,E58F88,又,5
2622,E68AB9,抹,3
2623,E69CAB,末,5
2624,E6B2AB,沫,0
2625,E8BF84,迄,0
2626,E4BEAD,侭,2
2627,E7B9AD,繭,7
2628,E9BABF,麿,6
2629,E4B887,万,2
2630,E685A2,慢,9
2631,E6BA80,満,0
2632,E6BCAB,漫,0
2633,E89493,蔓,6
2634,E591B3,味,8
2635,E69CAA,未,5
2636,E9AD85,魅,8
2637,E5B7B3,巳,2
2638,E7AE95,箕,1
2639,E5B2AC,岬,9
2640,E5AF86,密,5
2641,E89C9C,蜜,5
2642,E6B98A,湊,0
2643,E89391,蓑,8
2644,E7A894,稔,2
2645,E88488,脈,8
2646,E5A699,妙,4
2647,E7B28D,粍,9
2648,E6B091,民,5
2649,E79CA0,眠,8
2650,E58B99,務,1
2651,E5A4A2,夢,6
2652,E784A1,無,9
2653,E7899F,牟,5
2654,E79F9B,矛,5
2655,E99CA7,霧,1
2656,E9B5A1,鵡,1
2657,E6A48B,椋,3
2658,E5A9BF,婿,4
2659,E5A898,娘,4
2660,E586A5,冥,6
2661,E5908D,名,5
2662,E591BD,命,5
2663,E6988E,明,1
2664,E79B9F,盟,2
2665,E8BFB7,迷,0
2666,E98A98,銘,1
2667,E9B3B4,鳴,4
2668,E5A7AA,姪,4
2669,E7899D,牝,9
2670,E6BB85,滅,0
2671,E5858D,免,2
2672,E6A389,棉,3
2673,E7B6BF,綿,4
2674,E7B7AC,緬,4
2675,E99DA2,面,1
2676,E9BABA,麺,1
2677,E691B8,摸,9
2678,E6A8A1,模,9
2679,E88C82,茂,0
2680,E5A684,妄,6
2681,E5AD9F,孟,0
2682,E6AF9B,毛,2
2683,E78C9B,猛,6
2684,E79BB2,盲,2
2685,E7B6B2,網,4
2686,E88097,耗,1
2687,E89299,蒙,6
2688,E584B2,儲,3
2689,E69CA8,木,5
2690,E9BB99,黙,7
2691,E79BAE,目,2
2692,E69DA2,杢,5
2693,E58BBF,勿,1
2694,E9A485,餅,4
2695,E5B0A4,尤,2
2696,E688BB,戻,6
2697,E7B1BE,籾,3
2698,E8B2B0,貰,6
2699,E5958F,問,1
2700,E682B6,悶,1
2701,E7B48B,紋,4
2702,E99680,門,1
2703,E58C81,匁,2
2704,E4B99F,也,2
2705,E586B6,冶,0
2706,E5A49C,夜,6
2707,E788BA,爺,1
2708,E880B6,耶,7
2709,E9878E,野,7
2710,E5BCA5,弥,2
2711,E79FA2,矢,5
2712,E58E84,厄,1
2713,E5BDB9,役,9
2714,E7B484,約,1
2715,E896AC,薬,5
2716,E8A8B3,訳,4
2717,E8BA8D,躍,8
2718,E99D96,靖,4
2719,E69FB3,柳,3
2720,E896AE,薮,8
2721,E99193,鑓,4
2722,E68489,愉,3
2723,E68488,愈,2
2724,E6B2B9,油,0
2725,E79992,癒,9
2726,E8ABAD,諭,1
2727,E8BCB8,輸,4
2728,E594AF,唯,8
2729,E4BD91,佑,3
2730,E584AA,優,9
2731,E58B87,勇,1
2732,E58F8B,友,6
2733,E5AEA5,宥,2
2734,E5B9BD,幽,6
2735,E682A0,悠,2
2736,E68682,憂,6
2737,E68F96,揖,9
2738,E69C89,有,2
2739,E69F9A,柚,9
2740,E6B9A7,湧,0
2741,E6B68C,涌,0
2742,E78CB6,猶,3
2743,E78CB7,猷,8
2744,E794B1,由,2
2745,E7A590,祐,9
2746,E8A395,裕,3
2747,E8AA98,誘,1
2748,E9818A,遊,0
2749,E98291,邑,2
2750,E983B5,郵,7
2751,E99B84,雄,8
2752,E89E8D,融,8
2753,E5A495,夕,7
2754,E4BA88,予,5
2755,E4BD99,余,5
2756,E4B88E,与,7
2757,E8AA89,誉,5
2758,E8BCBF,輿,6
2759,E9A090,預,8
2760,E582AD,傭,3
2761,E5B9BC,幼,1
2762,E5A696,妖,4
2763,E5AEB9,容,2
2764,E5BAB8,庸,6
2765,E68F9A,揚,3
2766,E68FBA,揺,9
2767,E69381,擁,9
2768,E69B9C,曜,8
2769,E6A58A,楊,3
2770,E6A798,様,3
2771,E6B48B,洋,0
2772,E6BAB6,溶,0
2773,E78694,熔,4
2774,E794A8,用,1
2775,E7AAAF,窯,6
2776,E7BE8A,羊,5
2777,E88080,耀,8
2778,E89189,葉,5
2779,E89389,蓉,7
2780,E8A681,要,6
2781,E8ACA1,謡,1
2782,E8B88A,踊,1
2783,E981A5,遥,0
2784,E999BD,陽,1
2785,E9A48A,養,6
2786,E685BE,慾,2
2787,E68A91,抑,3
2788,E6ACB2,欲,4
2789,E6B283,沃,0
2790,E6B5B4,浴,0
2791,E7BF8C,翌,2
2792,E7BFBC,翼,6
2793,E6B780,淀,0
2794,E7BE85,羅,8
2795,E89EBA,螺,4
2796,E8A3B8,裸,3
2797,E69DA5,来,5
2798,E88EB1,莱,5
2799,E9A0BC,頼,8
2800,E99BB7,雷,3
2801,E6B49B,洛,0
2802,E7B5A1,絡,4
2803,E890BD,落,7
2804,E985AA,酪,1
2805,E4B9B1,乱,1
2806,E58DB5,卵,7
2807,E5B590,嵐,6
2808,E6AC84,欄,3
2809,E6BFAB,濫,0
2810,E8978D,藍,2
2811,E898AD,蘭,7
2812,E8A6A7,覧,2
2813,E588A9,利,1
2814,E5908F,吏,5
2815,E5B1A5,履,8
2816,E69D8E,李,5
2817,E6A2A8,梨,5
2818,E79086,理,0
2819,E79283,璃,1
2820,E797A2,痢,4
2821,E8A38F,裏,6
2822,E8A3A1,裡,3
2823,E9878C,里,5
2824,E99BA2,離,8
2825,E999B8,陸,8
2826,E5BE8B,律,3
2827,E78E87,率,5
2828,E7AB8B,立,2
2829,E8918E,葎,7
2830,E68EA0,掠,3
2831,E795A5,略,4
2832,E58A89,劉,1
2833,E6B581,流,0
2834,E6BA9C,溜,0
2835,E79089,琉,4
2836,E79599,留,3
2837,E7A1AB,硫,4
2838,E7B292,粒,9
2839,E99A86,隆,8
2840,E7AB9C,竜,0
2841,E9BE8D,龍,4
2842,E4BEB6,侶,3
2843,E685AE,慮,0
2844,E69785,旅,4
2845,E8999C,虜,6
2846,E4BA86,了,5
2847,E4BAAE,亮,2
2848,E5839A,僚,9
2849,E4B8A1,両,1
2850,E5878C,凌,0
2851,E5AFAE,寮,5
2852,E69699,料,3
2853,E6A281,梁,5
2854,E6B6BC,涼,0
2855,E78C9F,猟,9
2856,E79982,療,9
2857,E79EAD,瞭,8
2858,E7A89C,稜,8
2859,E7B3A7,糧,4
2860,E889AF,良,6
2861,E8AB92,諒,7
2862,E981BC,遼,0
2863,E9878F,量,6
2864,E999B5,陵,8
2865,E9A098,領,8
2866,E58A9B,力,2
2867,E7B791,緑,4
2868,E580AB,倫,3
2869,E58E98,厘,8
2870,E69E97,林,3
2871,E6B78B,淋,0
2872,E78790,燐,4
2873,E790B3,琳,0
2874,E887A8,臨,8
2875,E8BCAA,輪,4
2876,E99AA3,隣,4
2877,E9B197,鱗,4
2878,E9BA9F,麟,4
2879,E791A0,瑠,1
2880,E5A181,塁,6
2881,E6B699,涙,0
2882,E7B4AF,累,5
2883,E9A19E,類,8
2884,E4BBA4,令,5
2885,E4BCB6,伶,3
2886,E4BE8B,例,3
2887,E586B7,冷,0
2888,E58AB1,励,1
2889,E5B6BA,嶺,9
2890,E6809C,怜,3
2891,E78EB2,玲,7
2892,E7A4BC,礼,9
2893,E88B93,苓,7
2894,E988B4,鈴,4
2895,E99AB7,隷,7
2896,E99BB6,零,3
2897,E99C8A,霊,5
2898,E9BA97,麗,1
2899,E9BDA2,齢,7
2900,E69AA6,暦,6
2901,E6ADB4,歴,8
2902,E58897,列,1
2903,E58AA3,劣,2
2904,E78388,烈,7
2905,E8A382,裂,8
2906,E5BB89,廉,6
2907,E6818B,恋,2
2908,E68690,憐,3
2909,E6BCA3,漣,0
2910,E78589,煉,8
2911,E7B0BE,簾,8
2912,E7B7B4,練,4
2913,E881AF,聯,7
2914,E893AE,蓮,0
2915,E980A3,連,0
2916,E98CAC,錬,4
2917,E59182,呂,2
2918,E9ADAF,魯,3
2919,E6AB93,櫓,3
2920,E78289,炉,7
2921,E8B382,賂,1
2922,E8B7AF,路,1
2923,E99CB2,露,6
2924,E58AB4,労,2
2925,E5A981,婁,6
2926,E5BB8A,廊,7
2927,E5BC84,弄,2
2928,E69C97,朗,1
2929,E6A5BC,楼,9
2930,E6A694,榔,3
2931,E6B5AA,浪,0
2932,E6BC8F,漏,0
2933,E789A2,牢,5
2934,E78BBC,狼,6
2935,E7AFAD,篭,4
2936,E88081,老,2
2937,E881BE,聾,6
2938,E89D8B,蝋,4
2939,E9838E,郎,7
2940,E585AD,六,2
2941,E9BA93,麓,8
2942,E7A684,禄,3
2943,E8828B,肋,1
2944,E98CB2,録,4
2945,E8AB96,論,4
2946,E580AD,倭,9
2947,E5928C,和,9
2948,E8A9B1,話,1
2949,E6ADAA,歪,5
2950,E8B384,賄,4
2951,E88487,脇,8
2952,E68391,惑,2
2953,E69EA0,枠,3
2954,E9B7B2,鷲,1
2955,E4BA99,亙,2
2956,E4BA98,亘,2
2957,E9B090,鰐,4
2958,E8A9AB,詫,1
2959,E89781,藁,6
2960,E895A8,蕨,8
2961,E6A480,椀,3
2962,E6B9BE,湾,0
2963,E7A297,碗,1
2964,E88595,腕,4
2965,E38182,あ,7
2966,E38184,い,2
2967,E38186,う,7
2968,E38188,え,2
2969,E3818A,お,2
2970,E3818B,か,7
2971,E3818C,が,7
2972,E3818D,き,5
2973,E3818E,ぎ,5
2974,E3818F,く,2
2975,E38190,ぐ,5
2976,E38191,け,7
2977,E38192,げ,7
2978,E38193,こ,2
2979,E38194,ご,5
2980,E38195,さ,5
2981,E38196,ざ,5
2982,E38197,し,2
2983,E38198,じ,2
2984,E38199,す,7
2985,E3819A,ず,7
2986,E3819B,せ,2
2987,E3819C,ぜ,7
2988,E3819D,そ,2
2989,E3819E,ぞ,5
2990,E3819F,た,2
2991,E381A0,だ,2
2992,E381A1,ち,2
2993,E381A2,ぢ,2
2994,E381A4,つ,7
2995,E381A5,づ,7
2996,E381A6,て,2
2997,E381A7,で,2
2998,E381A8,と,2
2999,E381A9,ど,2
3000,E381AA,な,7
3001,E381AB,に,2
3002,E381AC,ぬ,2
3003,E381AD,ね,2
3004,E381AE,の,7
3005,E381AF,は,7
3006,E381B0,ば,7
3007,E381B1,ぱ,7
3008,E381B2,ひ,7
3009,E381B3,び,7
3010,E381B4,ぴ,7
3011,E381B5,ふ,5
3012,E381B6,ぶ,5
3013,E381B7,ぷ,5
3014,E381B8,へ,3
3015,E381B9,べ,3
3016,E381BA,ぺ,3
3017,E381BB,ほ,7
3018,E381BC,ぼ,7
3019,E381BD,ぽ,7
3020,E381BE,ま,5
3021,E381BF,み,7
3022,E38280,む,2
3023,E38281,め,2
3024,E38282,も,2
3025,E38284,や,3
3026,E38286,ゆ,5
3027,E38288,よ,5
3028,E38289,ら,2
3029,E3828A,り,7
3030,E3828B,る,2
3031,E3828C,れ,2
3032,E3828D,ろ,2
3033,E3828F,わ,2
3034,E38292,を,2
3035,E38293,ん,2
3036,E382A2,ア,5
3037,E382A4,イ,5
3038,E382A6,ウ,7
3039,E382A8,エ,5
3040,E382AA,オ,7
3041,E382AB,カ,2
3042,E382AC,ガ,7
3043,E382AD,キ,5
3044,E382AE,ギ,5
3045,E382AF,ク,7
3046,E382B0,グ,7
3047,E382B1,ケ,7
3048,E382B2,ゲ,7
3049,E382B3,コ,7
3050,E382B4,ゴ,7
3051,E382B5,サ,7
3052,E382B6,ザ,7
3053,E382B7,シ,7
3054,E382B8,ジ,7
3055,E382B9,ス,0
3056,E382BA,ズ,5
3057,E382BB,セ,2
3058,E382BC,ゼ,2
3059,E382BD,ソ,7
3060,E382BE,ゾ,7
3061,E382BF,タ,7
3062,E38380,ダ,7
3063,E38381,チ,5
3064,E38382,ヂ,5
3065,E38384,ツ,7
3066,E38385,ヅ,7
3067,E38386,テ,5
3068,E38387,デ,5
3069,E38388,ト,2
3070,E38389,ド,2
3071,E3838A,ナ,5
3072,E3838B,ニ,2
3073,E3838C,ヌ,0
3074,E3838D,ネ,5
3075,E3838E,ノ,7
3076,E3838F,ハ,2
3077,E38390,バ,2
3078,E38391,パ,2
3079,E38392,ヒ,2
3080,E38393,ビ,2
3081,E38394,ピ,2
3082,E38395,フ,7
3083,E38396,ブ,7
3084,E38397,プ,7
3085,E38398,ヘ,3
3086,E38399,ベ,3
3087,E3839A,ペ,3
3088,E3839B,ホ,5
3089,E3839C,ボ,5
3090,E3839D,ポ,5
3091,E3839E,マ,5
3092,E3839F,ミ,2
3093,E383A0,ム,2
3094,E383A1,メ,0
3095,E383A2,モ,2
3096,E383A4,ヤ,7
3097,E383A6,ユ,7
3098,E383A8,ヨ,7
3099,E383A9,ラ,7
3100,E383AA,リ,7
3101,E383AB,ル,5
3102,E383AC,レ,2
3103,E383AD,ロ,7
3104,E383AF,ワ,7
3105,E383B2,ヲ,7
3106,E383B3,ン,7
